章番号,問題番号,分類名称,問題文,選択肢１,選択肢２,選択肢３,選択肢４,選択肢５,解答番号,解答,解説
SECT005,Q0140,第五章,金融機関等における顧客等の本人確認等及び預金口座等の不正利用の防止に関する法律(本人確認法)にもとづく本人確認書類のうち、その提示を受けるだけでは本人確認をしたことにならないものは、次のうちどれですか。,運転免許証,外国人登録証明書,国民健康保険の被保険者証,戸籍謄本,旅券,4,戸籍謄本,金融機関等による顧客等の本人確認等及び預金口座等の不正な利用の防止に関する法律(本人確認法)では、本人特定事項を証明するものとして、それらの記載された公的証明書を用いることとしているが、公的証明書であっても、第三者が入手できるか否かによって、証明書の所持人とその証明書に記載されている人物が同一であることを証明する力には違いが生じる。#そこで、店舗等で行う対面の本人確認については、運転免許証、外国人登録証明書、国民健康保険証の被保険者証、旅券(パスポート)など第三者が入手できない公的証明書によって本人確認を行う場合には、その提示を受ける方法によって行うこととされているが、一方、戸籍の謄抄本(戸籍の附票の写しが添付されている者に限る)など第三者でも入手できる公的証明書によって本人確認を行う場合には、その提示を受けることに加え、その公的証明書に記載された顧客の住所にあてて、キャッシュカード等を配達記録郵便(配送不要)等により送付する方法により行うこととされている(本人確認法施行規則3条1項1号)。#したがって、したがって、(1)、(2)、(3)、(5)は提示を受けるだけで本人確認をしたことになるが、(4)は提示を受けただけでは本人確認をしたことにはならず、これが本問の正解である。
SECT005,Q0150,第五章,銀行が、預金者本人になりすました者からの通帳および印章の喪失届を誤って受理し、その後債発行通帳と改印後の新印章による預金の払戻しに応じた場合について、正しいものは次のうちどれですか。,再発行通帳と新印章を所持している者に対する払戻しであるから、銀行は免責約款により免責される。,払戻請求書の陰影を新たに届け出られた印鑑と照合し、相違ないものと認めて払い戻したときは、銀行は免責約款により免責される。,再発行通帳と新印章の所持人に対する払戻しは、債権の準占有者に対する弁済として有効となる。,再発行通帳と改印後の新印章による預金の払戻しでは、銀行は免責されない。,通帳と印章を喪失したことは預金者に過失であるから、銀行に責任は生じない。,4,再発行通帳と改印後の新印章による預金の払戻しでは、銀行は免責されない。,不特定多数のものを取引の相手方とする預金取引においては、誰が真の預金者であるかを識別することは容易ではないため、預金者らしい外観を有している者が出現すると、その者に預金を払い戻してしまうことがある。#そこで、銀行は、預金規定において、預金の受入に際しては、取引印の届出を受け、預金通帳を交付し、預金を払い戻すときは、預金者から預金通帳と届出印の押捺された払戻請求書の提出を受け(普通預金規定5条項ほか)、銀行が相当の注意をもって印鑑照合し、相違ないものと認めて払い戻したときは免責される旨の免責条項を定めている(同規定8条ほか)。#この場合、預金通帳と届出印は、預金者を確認するための重要な手段とされるので、この2つを所持する者に対して預金の払戻しを行った場合には、現実に払戻を受けた者が預金者でなくても、銀行は、善意・無過失であれば、免責約款または債権の準占有者に対する弁済の規定(民法478条)により免責を得ることができる。#しかし、通帳および届出印の喪失届が銀行の誤認にもとづいて受理された場合には、再発行の通帳および改印後の新印章は、預金債権者の当否を確認する資料としては無価値であるから、それによって預金を払い戻しても銀行は過失の責めを免れず、免責を得ることはできない(最判昭和41・11・18)。#したがって、(1)、(2)、(3)、(5)は誤りであり、(4)は正しく、これが本問の正解である。
SECT005,Q0160,第五章,偽造カード等及び盗難カード等を用いて行われる不正な機械式預貯金払戻し等からの預貯金者の保護等に関する法律(偽造・盗難カード預貯金者保護法)所定の補てん請求要件を満たす盗難カードによる払戻しの被害者が、銀行に損害の補てんを請求した場合について、誤っているものは次のうちどれですか。,盗難カードによる預金の払戻しが預金者の故意により行われたことを銀行が証明した場合には、補てんは行われない。,預金者に過失がある場合でも、それが重大な過失でないときには、補てん対象額の4分の3は補てんされる。,盗難カードによる払戻しについては、預金者が善意であればすべて補てんの対象となる。,盗難カードによる払戻しが預金者の重大な過失により行われたことを銀行が証明した場合には、補てんは行われない。,盗難カードによる払戻しが預金者の配偶者によって行われたことを銀行が証明した場合には、補てんは行われない。,3,盗難カードによる払戻しについては、預金者が善意であればすべて補てんの対象となる。,偽造カード等及び盗難カード等を用いて行われる不正な機械式預貯金払戻し等からの預貯金者の保護に関する法律(偽造・盗難カード預貯金者保護法)5条1項所定の3要件を満たした預金者が、銀行に損害補てんを求めた場合でも、盗難カードによる預金の払戻しが預金者の故意により行われたことを銀行が証明したときには、補てんは行われない(同法5条2項本文)。したがって、(1)は正しい。#盗難カードによる預金の払戻しによって生じた預金者の損害については、預金者に過失がある場合でも、それが重大な過失でないときには、本来の補てん対象額の4分の3は、補てんされる(偽造・盗難条2項ただし書)。したがって、(2)は正しい。#盗難カードによる預金の払戻しによって生じた預金者の損害については、銀行が、①預金の払戻しが預金者の重大な過失により行われたこと、②預金の払戻しが預金者の配偶者、2親等以内の親族、同居の親族その他の同居人または家事使用人によって行われたこと、③預金者が銀行に対し重要な事項について偽りの説明を行ったこと、④カードの盗取が戦争、暴動等の著しい社会秩序の混乱に乗じ、またはこれに付随して行われたことなどを証明したときには、補てんは行われない(偽造・盗難カード預貯金者保護法5条3項)。#したがって、(4)、(5)は正しく、(3)は誤りであり、これが本問の正解である。
SECT005,Q0170,第五章,当座勘定規定について、誤っているものは次のうちどれですか。,手形・小切手の金額欄記載の金額と複記された金額とが相違する場合には、金額欄記載の金額によって取り扱う。,小切手が支払呈示された場合、または手形が呈示期間内に支払呈示された場合には、当座勘定から支払う。,当座勘定の取引店舗を支払場所とする約束手形を振り出す場合には、銀行が交付した用紙を使用する。,同日に数通の手形・小切手の支払をする場合に、その総額が当座勘定の支払資金を超えるときは、そのいずれを支払うかは取引先の指示によらなければならない。,振出日の記載のない確定日払いの手形が支払呈示されたときは、そのつど連絡することなく支払うことができる。,4,同日に数通の手形・小切手の支払をする場合に、その総額が当座勘定の支払資金を超えるときは、そのいずれを支払うかは取引先の指示によらなければならない。,法律の規定では、金額を文字および数字をもって記載した場合において、その金額に差異があるときは、文字をもって記載した金額を手形もしくは小切手の金額とし、金額を重複して記載した場合において、その金額に差異があるときは、最小金額を手形もしくは小切手の金額とすることとしているが(手形法6条・77条2項、小切手法9条)、銀行実務では、手形・小切手を受け入れまたは支払う場合には、複記のいかんにかかわらず、所定の金額欄記載の金額によって取り扱うこととしている(当座勘定規定6条)。したがって、(1)は正しい。#小切手法32条2項は、小切手の支払委託の取消がないかぎり、支払呈示期間経過後であっても支払うことができる旨を定めているが、手形についてはそれに該当する規定がないことから、呈示期間内に呈示されたもののみを支払うこととしている(当座勘定規定7条1項)。したがって、(2)は正しい。#当座勘定の取引店舗を支払場所とする約束手形を振り出す場合には、銀行が交付した手形用紙を使用することを要し、銀行は、それ以外の約束手形の支払をしないこととしている(当座勘定規定8条1項・3項)。したがって、(3)は正しい。#当座勘定から同日中に数通の手形・小切手の支払をする場合に、その総額が当座勘定の支払資金を超えるときには、そのいずれを支払うかは銀行の任意とされている(当座勘定規定10条)。したがって、(4)は誤りであり、これが本問の正解である。#振出日は小切手要件であるから、その記載を欠くものは小切手としての効力を有しないが、振出日の記載のない小切手が提示されることは実務上きわめて多いことから、それが呈示された場合には、銀行はそのつど取引先に連絡することなく支払うことができることとしている(当座勘定規定17条1項)。したがって、(5)は正しい。
SECT005,Q0180,第五章,預金者死亡後の通帳と届出印の持参者に対する預金の払戻しについて、誤っているものは次のうちどれですか。,預金者が著名人でその死亡が周知の事実であっても、死亡届が提出されていなければ、その払戻しは有効である。,銀行が預金者の死亡について善意・無過失であれば、その払戻しは債権の準占有者に対する弁済として有効である。,預金者の死亡届を受理していたのに、これを失念して払戻請求に応じた場合には、銀行は免責されない。,窓口の担当者が預金者死亡の事実を知らなくても、渉外担当者が知っていた場合には、銀行は免責されない。,預金者の死亡が確認された後は、生前代理人であったものからの払戻請求があってもこれに応じることはできない。,1,預金者が著名人でその死亡が周知の事実であっても、死亡届が提出されていなければ、その払戻しは有効である。,預金者が死亡し、遺言がない場合には、預金は相続開始と同時に、民法の定めに従って法定相続人に承継されるので(同法896条)、銀行は、預金者の死亡を知った場合はただちに預金の払戻し停止措置を講じ、正当な権利者を確認のうえ、相続手続きを取ることになる。しかし、銀行は、預金者が死亡してもただちにその事実を知りうる立場にないので、預金者の遺族その他のものが預金通帳と届出印を持参し、預金者名義で払戻請求をした場合には、そのまま払い戻しに応じてしまうことがあるが、その場合でも、銀行が預金者の死亡の事実について善意・無過失であれば、その払戻しは債権の準占有者に対する弁済(同法478条)として有効である。#しかし、①預金者が有名人で、その死亡が公知の事実である場合、②銀行が死亡届を受理していた場合、③窓口の担当者は預金者の死亡の事実を知らなくても、渉外担当者がその事実を知っていた場合などには、銀行は預金者の死亡について善意・無過失であるとはいえないので、免責を得ることはできない。#したがって、(2)、(3)、(4)は正しく、(1)は誤りであり、これが本問の正解である。#委任による代理権は、商行為の委任による場合を除き、委任者の死亡により終了するので(民法653条1号、商法506条)、預金者の死亡後に代理人として届け出られている者からの払戻請求であっても、銀行はこれに応じることはできない。したがって、(5)は正しい。
SECT005,Q0190,第五章,相続預金の払戻しについて、正しいものは次のうちどれですか。,相続預金は、相続放棄をしたものも含め、共同相続人の全員の同意がないかぎり、払戻請求に応じることはできない。,行方不明の相続人以外の相続人全員から相続預金の払戻請求があったときは、その全額を払い戻さなければならない。,預金者に遺言があることが確認された場合には、その遺言の内容に従う必要がある。,相続人である配偶者と未成年者の子が共同して相続預金の払戻しをする場合には、子のために特別代理人の選任をすることが必要である。,銀行は、当座勘定取引先の死亡後も、取引先が生前に振り出しまたは引き受けた手形・小切手の支払義務をもっている。,3,預金者に遺言があることが確認された場合には、その遺言の内容に従う必要がある。,判例は、預金のような可分債権は相続開始と同時に、法律上当然に分割され、各共同相続人にその相続分に応じて承継されると解しているので(最判昭和29・4・8)、銀行は共同相続人の1人からその法定相続分について相続預金の払戻請求を受けた場合には、その請求に応じても差し支えないが、相続放棄をしたものは、はじめから相続人でなかったものとみなされるから(民法939条)、預金を承継しない。また、行方不明の相続人を除く相続人全員から払戻請求があっても、銀行は行方不明の相続人の法定相続分については、その払戻しを留保しなければならない。したがって、(1)、(2)は誤りである。#遺言によって指定された預金は、遺言者の死亡の時から受遺者に帰属するので(民法985条1項)、銀行は、遺言があることを知った場合には、遺言書の原本を確認のうえ、その内容に従った処理をする必要がある。したがって、(3)は正しく、これが本問の正解である。#相続預金を相続人全員に払い戻しても、相続財産の内容が預金から現金に変わるだけで、相続人間に利害の対立が生じないので、被相続人の配偶者が自己と子の親権者の立場において相続預金の払戻請求をする場合には、特別代理人の選任(民法826条1項)を要しない。したがって、(4)は誤りである。#当座勘定取引契約は、一種の委任契約であるから、取引先の死亡により終了するが(民法653条1号)、当座勘定規定では、当座勘定取引の終了事由のいかんを問わず、取引が終了した場合には、その終了前に振り出された約束手形、小切手または引き受けられた為替手形であっても、銀行はその支払義務を負わない旨を定めている(同規定24条1項)。したがって、(5)は誤りである。
SECT005,Q0200,第五章,民事執行法による預金の差押えについて、誤っているものは次のうちどれですか。,差押命令は預金者と銀行の双方に送達されるが、その効力は差押命令が銀行に送達された時に生じる。,預金が差押えされると、預金者は差押え預金の取立その他の処分を禁止され、銀行は預金者への払戻しを禁止される。,差押えの効力は、差押後に生じる利息債権には及ばない。,差押命令が預金者へ送達されて1週間を経過すると、差押債権者は預金の取立権を取得する。,差押えが競合したときは、銀行は、預金の全額に相当する金銭を供託しなければならない。,3,差押えの効力は、差押後に生じる利息債権には及ばない。,民事執行法による差押命令は、第三債務者である銀行と、債務者である預金者に送達されるが(民事執行法145条3項)、その効力は、差押命令が銀行に送達された時に生じる(同条4項)。したがって、(1)は正しい。#差押えの効力が生じると、預金者は差し押さえられた預金の取立、譲渡、質権の設定などの処分を禁止され、銀行は預金者に対する預金の払戻しを禁止される(民事執行法145条1項)。したがって、(2)は正しい。#利息債権は元本債権の処分に従うので(民法87条2項参照)、預金の元本債権に差押えがあった場合には、差押えの効力は、差押債権目録にその旨の明示がなくても、差押日以降に生じる利息債権にも当然に及ぶものと解されている(大判大正5・3・8)。したがって、(3)は誤りであり、これが本問の正解である。#差押債権者は、差押命令が預金者に対して送達された日から1週間を経過すると、差し押さえた預金を取り立てることができるようになる(民事執行法155条1項)。したがって、(4)は正しい。#預金についての差押えの競合(各債権者の差押債権額が被差押預金の額を超えた状態)が生じた場合には、銀行は、預金の全額に相当する金銭を、預金債務の履行地の供託書に供託しなければならない(民事執行法156条2項)。したがって、(5)は正しい。
SECT005,Q0210,第五章,預金保険制度について、誤っているものは次のうちどれですか。,外貨預金や譲渡性預金は、預金保険制度の対象とされていない。,貯蓄預金は、預金保険で全額保護される。,預金保険の対象額の預金であっても、破綻した金融機関の財産の状況に応じて支払われる。,破綻金融機関から借入をしている預金者は、預金保険により保護される金額を超える預金であっても借入金と相殺することができる。,定期預金については、1金融機関ごとに預金者1人あたり元本1000万円とその利息の合計が預金保険で保護される。,2,貯蓄預金は、預金保険で全額保護される。,預金の保険の対象となるのは預金、定期積金、元本補てん契約のある金銭信託(貸付信託を含む)、金融債(保護預り専用商品に限る)およびこれらの預金等を用いた積立・財形貯蓄商品、確定拠出年金の積立金の運用にかかる預金などであり、外貨預金、譲渡性預金は対象から除外されている(預金保険法2条2項)。したがって、(1)は正しい。#金融機関が破綻した時に預金保険で保護される預金の範囲は、保険の対象となる預金のうち、「無利息、要求払い、決済サービスを提供できること」という3つの要件を満たす決済用預金に該当するものは全額であり(預金保険法54条の2)、その他の預金については、1金融機関ごとに預金者1人について元本1000万円までとその利息の合計額である(同法54条2項、同法施行令6条の3)。したがって、(5)は正しく、(2)は誤りであり、これが本問の正解である。#預金保険の対象外の預金およびその利息については、原則として、概算払い(預金保険法70条)または再生計画による弁済(民事再生表85条1項)という方法で、破綻金融機関の財産状況に応じて支払われる。したがって、(3)は正しい。#破綻金融機関から借入をしている預金者は、付保預金額を超える預金を自働債権、借入金を受働債権とする相殺を行うことによって、実質的に非付保預金を回収することができる。したがって、(4)は正しい。
SECT005,Q0220,第五章,融資取引とその相手方について、誤っているものは次のうちどれですか。,未成年者と融資契約を締結する場合には、原則として親権者である両親の同意を得る必要がある。,婚姻をしている未成年者と融資契約を締結する場合には、親権者の同意を得る必要はない。,被保佐人が自ら借入行為をするには、保佐人の同意を得る必要がある。,夫婦の一方と融資契約を締結すると、他の一方は当然に連帯保証人となる。,成年被後見人との取引においては、成年後見人が成年被後見人を代理して融資契約を締結することができる。,4,夫婦の一方と融資契約を締結すると、他の一方は当然に連帯保証人となる。,未成年者が法律行為をするには、法定代理人の同意を得なければならない(民法5条1項本文)。未成年者の法定代理人は、第一次に親権者(同法818条以下)、第二次に後見人(同法839条以下)であるが、親権者である父母が婚姻中であるときは、原則として、共同して親権を行うこととされている(同法818条)。したがって、(1)は正しい。#未成年者が婚姻をした場合には、成年に達したものとみなされるので(民法753条)、単独で確定的に有効な法律行為をなすことができる。したがって、(2)は正しい。#被保佐人が借入をするには、保佐人の同意を得なければならない(民法13条1項2号)。したがって、(3)は正しい。#夫婦の一方が日常の家事に関して第三者と法律行為をしたときは、他の一方は、これによって生じた債務について、連帯してその責任を負うが(民法761条本文)、夫婦の一方が融資契約を締結しても、他の一方が当然に連帯保証人になるということはない。したがって、(4)は誤りであり、これが本問の正解である。#成年後見人は、本人の財産に関するすべての法律行為を本人に代わって行うので(民法859条1項)、成年被後見人に対して融資を行う場合には、成年後見人を代理人として融資契約を締結する必要がある。したがって、(5)は正しい。
SECT005,Q0230,第五章,手形貸付について、誤っているものは次のうちどれですか。,手形貸付の法的性質は、金銭の消費貸借契約である。,手形貸付をすると、銀行は、手形債権と貸付債権とを併有することになる。,貸付債権の返済期限と手形債権の満期日は、一致させる必要がある。,手形債権が時効により消滅しても、貸付債権は当然には消滅しない。,貸付債権が弁済によって消滅すれば、手形貸付も消滅する。,3,貸付債権の返済期限と手形債権の満期日は、一致させる必要がある。,手形貸付の法的性質は、証書貸付と同様に、金銭の消費貸借(民法587条)である。したがって、(1)は正しい。#手形貸付では、融資に際し、取引先から銀行が受取人となっている約束手形を差し入れてもらうので、銀行は取引先に対して手形債権と金銭消費貸借上の債権である貸付債権を併有することになる。したがって、(2)は正しい。#手形貸付において差入を受ける手形の満期日の記載は、必ずしも貸付金の返済期限と同一である必要はなく、通常は2~3ヵ月のサイトで、貸付金の返済期限まで順次手形の書替が行われる。したがって、(3)は誤りであり、これが本問の正解である。#銀行は、手形貸付においては、手形債権と貸付債権を併有しているが、両者は別個独立の債権であり、消滅時効期間も前者は3年(手形法70条1項・77条1項8号)、後者は5年であるから(商法522条)、手形債権が消滅時効にかかっても貸付債権は時効消滅しない。したがって、(4)は正しい。#手形債権と貸付債権は返済の確保という同一の目的のために併存するものであるから、一方が弁済によって消滅すれば、他方も当然に消滅する。したがって、(5)は正しい。
SECT005,Q0240,第五章,割引手形の買戻請求権について、正しいものは次のうちどれですか。,割引手形の買戻請求権は、手形上の権利である。,割引手形の主債務者が期日に支払をしなかった場合には、その者が裏書している他の割引手形についても当然に買戻請求権が発生する。,割引手形の買戻請求権の消滅時効期間は、3年である。,割引依頼人の預金に対して差押えがあった場合には、買戻請求権が発生する。,銀行は、割引手形の買戻請求権と預金債務を相殺する場合には、同時に手形を返還しなければならない。,4,割引依頼人の預金に対して差押えがあった場合には、買戻請求権が発生する。,割引手形の買戻請求権の法的性質は、手形外の権利であると解されている(大阪高判昭和37・2・28)。したがって、(1)は誤りである。#割引手形の主債務者(約束手形の振出人・為替手形の引受人)が満期に支払わなかった場合には、その者が主債務者となってる手形について当然に買戻請求権が発生するが、その者が裏書している手形について買戻請求権発生するということはない(銀行取引約定書(旧ひな型)6条1項参照)。したがって、(2)は誤りである。#割引手形の買戻請求権の消滅時効期間は、買戻しが手形の再売買と解されていることから5年である(商法522条)。したがって、(3)は誤りである。#割引依頼人の預金について差押命令が発送された場合には、全部の割引手形について当然に買戻請求権が発生する(銀行取引約定書(旧ひな型)6条1項・5条1項3号)。したがって、(4)は正しく、これが本問の正解である。#銀行が手形外の債権である割引手形の買戻請求権を自働債権として相殺する場合には、手形の受戻証券性(手形法50条1項・77条1項4号)にもとづく手形の交付ということは問題にならない。しかし、割引依頼人は、手形と引換に弁済するという同時履行の抗弁権(民法533条)を有しているので(最判昭和35・7・8)、銀行は、手形の提供をしないかぎり、このような抗弁権のついた債権を自働債権として相殺することはできないが(大判昭和5・10・24)、実務においては、相殺と同時に手形を返還することは困難であることから、同時には手形の返還を要しない旨の特約をしている(銀行取引約定書(旧ひな型)8条1項)。したがって、(5)は誤りである。
SECT005,Q0250,第五章,貸付債権の主債務者について生じた事由の保証人への影響について、正しいものは次のうちどれですか。,主債務者との合意にもとづいて利率を引き上げると、その効力は保証人に及ぶ。,主債務者との合意にもとづいて主債務の返済期限を延長すると、その効力は保証人に及ぶ。,破産手続において主債務者に対する免責許可の決定が確定すると、保証人も責任を免れる。,主債務者に対する時効を中断しても、保証人に対しては時効中断の効力が生じない。,主債務者に対して貸付金の債権譲渡の対抗要件を具備しても、保証人に対して債権譲渡を対抗することはできない。,2,主債務者との合意にもとづいて主債務の返済期限を延長すると、その効力は保証人に及ぶ。,主たる債務の成立後に、銀行と主債務者との契約によって加えられた変更は、主たる債務の目的または態様を軽くするもの(約定利率の引き下げ、弁済期の延長など)は、保証人に効力を及ぼすが、これを重くするもの(約定利率の引き上げ、弁済期の短縮など)は、保証人に効力を及ぼさない。したがって、(1)は誤りであり、(2)は正しく、これが本問の正解である。#破産手続における免責許可の決定は、破産者の責任について期限を加えるだけで、その債務を縮減するものではないので、破産債権者が破産者の保証人に対して有する権利には影響を及ぼさないこととされている(破産法253条2項)。したがって、(3)は誤りである。#主債務者に対する履行の請求その他の事由による時効の中断は、保証人に対してもその効力を生じる(民法457条1項)。したがって、(4)は誤りである。#主債務者について債権譲渡の対抗要件(民法467条)が具備されれば、保証人についてもその効力を生じると解されている(大判明治39・3・3、大判大正6・7・2・)。したがって、(5)は誤りである。
[EOF],,,,,,,,,,,